Количество,rank,Частота,rank,Абсолютная стоимость,rank,Относительная стоимость,rank,total_score
1,64,8.403361344537814e-05,299,179.4453507340946,453,25.635050104870658,518,1334
1,63,6.5359477124183e-05,233,0.0,69,0.0,307,672
1,62,6.5359477124183e-05,234,0.0,68,0.0,294,658
1,61,0.000196078431372549,535,0.0,87,0.0,32,715
1,60,5.882352941176471e-05,186,0.0,67,0.0,281,594
1,59,4.524886877828054e-05,115,163.1321370309951,428,12.548625925461161,388,990
1,58,0.00014705882352941175,492,0.0,66,0.0,276,892
1,57,4.524886877828054e-05,85,163.1321370309951,439,12.548625925461161,390,971
1,56,8.403361344537814e-05,303,0.0,24,0.0,134,517
1,55,0.000196078431372549,542,0.0,158,0.0,124,879
1,54,0.00011764705882352942,415,0.0,9,0.0,63,541
1,53,7.352941176470588e-05,255,783.0442903752039,713,97.88053629690049,722,1743
1,52,9.80392156862745e-05,361,0.0,99,0.0,102,614
1,51,4.201680672268907e-05,72,0.0,20,0.0,288,431
1,50,6.5359477124183e-05,228,0.0,19,0.0,286,583
1,49,5.347593582887701e-05,144,261.01141924959217,522,23.728310840872016,503,1218
1,48,6.5359477124183e-05,216,0.0,170,0.0,99,533
1,47,9.80392156862745e-05,337,163.1321370309951,435,27.188689505165847,524,1343
1,46,8.403361344537814e-05,288,154.97553017944534,409,22.139361454206476,480,1223
1,45,4.524886877828054e-05,98,293.6378466557912,546,22.587526665830094,492,1181
1,44,9.80392156862745e-05,341,0.0,17,0.0,175,577
1,43,3.9215686274509805e-05,60,0.0,13,0.0,87,203
1,42,0.00014705882352941175,463,0.0,6,0.0,60,571
1,41,8.403361344537814e-05,285,0.0,26,0.0,105,457
1,40,0.00011764705882352942,414,0.0,5,0.0,176,635
1,39,8.403361344537814e-05,308,0.0,2,0.0,58,407
1,38,0.00011764705882352942,413,285.48123980424145,539,57.09624796084829,642,1632
1,37,4.201680672268907e-05,68,489.3964110929853,666,34.95688650664181,567,1338
1,36,4.524886877828054e-05,107,0.0,162,0.0,120,425
1,35,6.5359477124183e-05,218,0.0,161,0.0,111,525
1,34,2.1786492374727668e-05,3,191.68026101141925,465,7.09926892634886,370,872
1,33,4.901960784313725e-05,127,0.0,11,0.0,56,227
1,32,0.00011764705882352942,421,203.9151712887439,478,40.783034257748774,594,1525
1,31,5.882352941176471e-05,191,24.469820554649267,345,2.4469820554649266,358,925
1,30,9.80392156862745e-05,325,163.1321370309951,433,27.188689505165847,531,1319
1,29,6.5359477124183e-05,229,0.0,48,0.0,290,596
1,28,9.80392156862745e-05,343,0.0,77,0.0,291,739
1,27,5.882352941176471e-05,184,277.3246329526917,529,27.732463295269167,542,1282
1,26,3.26797385620915e-05,46,285.48123980424145,532,15.860068878013411,422,1026
1,25,0.00011764705882352942,410,244.69820554649266,502,48.939641109298535,626,1563
1,24,2.6737967914438505e-05,15,293.6378466557912,548,13.347174847990509,411,998
1,23,9.80392156862745e-05,339,53.01794453507341,361,8.8363240891789,375,1098
1,22,4.201680672268907e-05,73,122.34910277324633,392,8.739221626660452,373,860
1,21,0.00014705882352941175,485,0.0,84,0.0,304,894
1,20,9.80392156862745e-05,348,0.0,82,0.0,295,745
1,19,8.403361344537814e-05,278,0.0,44,0.0,170,511
1,18,6.5359477124183e-05,208,357.9386623164763,587,39.77096247960848,589,1402
1,17,9.80392156862745e-05,357,0.0,42,0.0,168,584
1,16,5.882352941176471e-05,193,269.16802610114195,526,26.916802610114193,521,1256
1,15,3.26797385620915e-05,45,285.48123980424145,537,15.860068878013411,424,1021
1,14,4.901960784313725e-05,134,195.75856443719414,474,16.31321370309951,446,1068
1,13,3.0959752321981425e-05,31,383.3605220228385,594,20.176869580149393,464,1102
1,12,6.5359477124183e-05,223,244.69820554649266,496,27.188689505165847,527,1258
1,11,7.352941176470588e-05,257,187.60195758564439,457,23.450244698205548,499,1224
1,10,6.5359477124183e-05,225,0.0,37,0.0,161,433
1,9,4.524886877828054e-05,104,0.0,35,0.0,159,307
1,8,0.00014705882352941175,472,0.0,34,0.0,158,672
1,7,3.0959752321981425e-05,33,0.0,80,0.0,293,413
1,6,9.80392156862745e-05,345,0.0,79,0.0,292,722
1,5,4.901960784313725e-05,129,0.0,31,0.0,133,298
1,4,0.00011764705882352942,416,0.0,30,0.0,153,603
1,3,7.352941176470588e-05,242,0.0,29,0.0,132,406
1,2,4.201680672268907e-05,78,97.87928221859707,379,6.991377301328361,361,820
1,1,2.1786492374727668e-05,1,191.68026101141925,463,7.09926892634886,367,832
